0201  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;22220;listovní třídírna Praha;1:25;1:55;01.04.2025;31.12.2050
0201  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;4:10;4:25;01.04.2025;31.12.2050
0202  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;20:25;20:55;01.04.2025;31.12.2050
0202  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;22220;listovní třídírna Praha;23:05;23:10;01.04.2025;31.12.2050
0202  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;22200;TC Praha SPU;23:15;23:15;01.04.2025;31.12.2050
0202  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;2:55;3:10;01.04.2025;31.12.2050
0203  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;21:15;21:30;01.04.2025;31.12.2050
0203  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;3:35;3:55;01.04.2025;31.12.2050
0204  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;17:45;18:30;01.04.2025;31.12.2050
0204  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;22220;listovní třídírna Praha;20:45;21:00;01.04.2025;31.12.2050
0204  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;0:15;0:45;01.04.2025;31.12.2050
0205  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;16:40;16:50;01.04.2025;31.12.2050
0205  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;1:15;1:25;01.04.2025;31.12.2050
0210  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;19:40;20:15;01.04.2025;31.12.2050
0210  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;22220;listovní třídírna Praha;22:30;1:10;01.04.2025;31.12.2050
0210  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;22220;listovní třídírna Praha;1:45;2:30;01.04.2025;31.12.2050
0210  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;4:45;4:55;01.04.2025;31.12.2050
0211  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;22:25;22:35;01.04.2025;31.12.2050
0211  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;22220;listovní třídírna Praha;0:45;2:00;01.04.2025;31.12.2050
0211  ;TC České Budějovice- TC Praha- TC České Budějovice;TC  České Budějovice;37019;TC České Budějovice;4:15;4:25;01.04.2025;31.12.2050
0230  ;TC České Budějovice - TC Plzeň;TC  České Budějovice;37019;TC České Budějovice;21:10;21:40;01.04.2025;31.12.2050
0230  ;TC České Budějovice - TC Plzeň;TC  České Budějovice;30200;TC Plzeň;0:00;0:30;01.04.2025;31.12.2050
0240  ;TC České Budějovice - TC Ústí nad Labem;TC  České Budějovice;37019;TC České Budějovice;20:55;21:25;01.04.2025;31.12.2050
0240  ;TC České Budějovice - TC Ústí nad Labem;TC  České Budějovice;40020;TC Ústí nad Labem;0:35;1:00;01.04.2025;31.12.2050
